Year,Date,Rank,Title,Artist
2020,2020-06-11,67,Yo Perreo Sola,Bad Bunny
2020,2020-06-11,68,P*$$y Fairy (OTW),Jhene Aiko
2020,2020-06-11,69,In Between,Scotty McCreery
2020,2020-06-11,70,Die From A Broken Heart,Maddie & Tae
2020,2020-06-11,71,God Whispered Your Name,Keith Urban
2020,2020-06-11,72,X,Jonas Brothers Featuring Karol G
2020,2020-06-11,73,Dollaz On My Head,Gunna Featuring Young Thug
2020,2020-06-11,74,Daisies,Katy Perry
2020,2020-06-11,75,Righteous,Juice WRLD
2020,2020-06-11,76,Need It,Migos Featuring YoungBoy Never Broke Again
2020,2020-06-11,77,Drinking Alone,Carrie Underwood
2020,2020-06-11,78,Got What I Got,Jason Aldean
2020,2020-06-11,79,Don't Rush,Young T & Bugsey Featuring Headie One
2020,2020-06-11,80,Godzilla,Eminem Featuring Juice WRLD
2020,2020-06-11,81,Cooler Than A Bitch,Gunna Featuring Roddy Ricch
2020,2020-06-11,82,One Big Country Song,LOCASH
2020,2020-06-11,83,T.D,"Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator"
2020,2020-06-11,84,Alice,Lady Gaga
2020,2020-06-11,85,Grace,Lil Baby & 42 Dugg
2020,2020-06-11,86,Hasta Que Dios Diga,Anuel AA & Bad Bunny
2020,2020-06-11,87,Why We Drink,Justin Moore
2020,2020-06-11,88,Lose Somebody,Kygo & OneRepublic
2020,2020-06-11,89,Turks,"NAV, Gunna & Travis Scott"
2020,2020-06-11,90,One Of Them Girls,Lee Brice
2020,2020-06-11,91,Girl Of My Dreams,Rod Wave
2020,2020-06-11,92,Like That,Doja Cat Featuring Gucci Mane
2020,2020-06-11,93,Sigues Con El,Arcangel x Sech
2020,2020-06-11,94,That Way,Lil Uzi Vert
2020,2020-06-11,95,Trillionaire,Future Featuring YoungBoy Never Broke Again
2020,2020-06-11,96,ily,surf mesa Featuring Emilee
2020,2020-06-11,97,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson
2020,2020-06-11,98,July,Noah Cyrus & Leon Bridges
2020,2020-06-11,99,All In,Lil Baby
2020,2020-06-11,100,Solitaires,Future Featuring Travis Scott
2020,2020-06-12,1,Rockstar,DaBaby Featuring Roddy Ricch
2020,2020-06-12,2,Savage,Megan Thee Stallion Featuring Beyonce
2020,2020-06-12,3,Blinding Lights,The Weeknd
2020,2020-06-12,4,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-06-12,5,Rain On Me,Lady Gaga & Ariana Grande
2020,2020-06-12,6,Toosie Slide,Drake
2020,2020-06-12,7,Don't Start Now,Dua Lipa
2020,2020-06-12,8,Intentions,Justin Bieber Featuring Quavo
2020,2020-06-12,9,The Box,Roddy Ricch
2020,2020-06-12,10,Roses,SAINt JHN
2020,2020-06-12,11,Circles,Post Malone
2020,2020-06-12,12,Adore You,Harry Styles
2020,2020-06-12,13,Life Is Good,Future Featuring Drake
2020,2020-06-12,14,The Bones,Maren Morris
2020,2020-06-12,15,Blueberry Faygo,Lil Mosey
2020,2020-06-12,16,Chasin' You,Morgan Wallen
2020,2020-06-12,17,Stuck With U,Ariana Grande & Justin Bieber
2020,2020-06-12,18,Falling,Trevor Daniel
2020,2020-06-12,19,I Hope,Gabby Barrett
2020,2020-06-12,20,Sunday Best,Surfaces
2020,2020-06-12,21,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"
2020,2020-06-12,22,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi"
2020,2020-06-12,23,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-06-12,24,Death Bed,Powfu Featuring beabadoobee
2020,2020-06-12,25,Does To Me,Luke Combs Featuring Eric Church
2020,2020-06-12,26,Party Girl,StaySolidRocky
2020,2020-06-12,27,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-06-12,28,Before You Go,Lewis Capaldi
2020,2020-06-12,29,Break My Heart,Dua Lipa
2020,2020-06-12,30,Hard To Forget,Sam Hunt
2020,2020-06-12,31,After A Few,Travis Denning
2020,2020-06-12,32,Memories,Maroon 5
2020,2020-06-12,33,Sour Candy,Lady Gaga & BLACKPINK
2020,2020-06-12,34,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-06-12,35,Nobody But You,Blake Shelton Duet With Gwen Stefani
2020,2020-06-12,36,Be Kind,Marshmello & Halsey
2020,2020-06-12,37,Gooba,6ix9ine
2020,2020-06-12,38,Everything I Wanted,Billie Eilish
2020,2020-06-12,39,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen
2020,2020-06-12,40,Watermelon Sugar,Harry Styles
2020,2020-06-12,41,Tell Me U Luv Me,Juice WRLD & Trippie Redd
2020,2020-06-12,42,Stupid Love,Lady Gaga
2020,2020-06-12,43,Supalonely,BENEE Featuring Gus Dapperton
2020,2020-06-12,44,One Margarita,Luke Bryan
2020,2020-06-12,45,Walk Em Down,NLE Choppa Featuring Roddy Ricch
2020,2020-06-12,46,Bluebird,Miranda Lambert
2020,2020-06-12,47,Hot Girl Bummer,blackbear
2020,2020-06-12,48,Here And Now,Kenny Chesney
2020,2020-06-12,49,Dance Monkey,Tones And I
2020,2020-06-12,50,Go Crazy,Chris Brown & Young Thug
2020,2020-06-12,51,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi
2020,2020-06-12,52,Emotionally Scarred,Lil Baby
2020,2020-06-12,53,In Your Eyes,The Weeknd
2020,2020-06-12,54,Dior,Pop Smoke
2020,2020-06-12,55,We Paid,Lil Baby & 42 Dugg
2020,2020-06-12,56,Flex,Polo G Featuring Juice WRLD
2020,2020-06-12,57,After Party,Don Toliver
2020,2020-06-12,58,If The World Was Ending,JP Saxe Featuring Julia Michaels
2020,2020-06-12,59,Chicago Freestyle,Drake Featuring Giveon
2020,2020-06-12,60,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban"
2020,2020-06-12,61,Out West,JACKBOYS Featuring Young Thug
2020,2020-06-12,62,I Love My Country,Florida Georgia Line
2020,2020-06-12,63,Believe It,PARTYNEXTDOOR & Rihanna
2020,2020-06-12,64,Level Of Concern,twenty one pilots
2020,2020-06-12,65,Ride It.,Regard
2020,2020-06-12,66,TKN,ROSALIA & Travis Scott
2020,2020-06-12,67,Yo Perreo Sola,Bad Bunny
2020,2020-06-12,68,P*$$y Fairy (OTW),Jhene Aiko
2020,2020-06-12,69,In Between,Scotty McCreery
2020,2020-06-12,70,Die From A Broken Heart,Maddie & Tae
2020,2020-06-12,71,God Whispered Your Name,Keith Urban
2020,2020-06-12,72,X,Jonas Brothers Featuring Karol G
2020,2020-06-12,73,Dollaz On My Head,Gunna Featuring Young Thug
2020,2020-06-12,74,Daisies,Katy Perry
2020,2020-06-12,75,Righteous,Juice WRLD
2020,2020-06-12,76,Need It,Migos Featuring YoungBoy Never Broke Again
2020,2020-06-12,77,Drinking Alone,Carrie Underwood
2020,2020-06-12,78,Got What I Got,Jason Aldean
2020,2020-06-12,79,Don't Rush,Young T & Bugsey Featuring Headie One
2020,2020-06-12,80,Godzilla,Eminem Featuring Juice WRLD
2020,2020-06-12,81,Cooler Than A Bitch,Gunna Featuring Roddy Ricch
2020,2020-06-12,82,One Big Country Song,LOCASH
2020,2020-06-12,83,T.D,"Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator"
2020,2020-06-12,84,Alice,Lady Gaga
2020,2020-06-12,85,Grace,Lil Baby & 42 Dugg
2020,2020-06-12,86,Hasta Que Dios Diga,Anuel AA & Bad Bunny
2020,2020-06-12,87,Why We Drink,Justin Moore
2020,2020-06-12,88,Lose Somebody,Kygo & OneRepublic
2020,2020-06-12,89,Turks,"NAV, Gunna & Travis Scott"
2020,2020-06-12,90,One Of Them Girls,Lee Brice
2020,2020-06-12,91,Girl Of My Dreams,Rod Wave
2020,2020-06-12,92,Like That,Doja Cat Featuring Gucci Mane
2020,2020-06-12,93,Sigues Con El,Arcangel x Sech
2020,2020-06-12,94,That Way,Lil Uzi Vert
2020,2020-06-12,95,Trillionaire,Future Featuring YoungBoy Never Broke Again
2020,2020-06-12,96,ily,surf mesa Featuring Emilee
2020,2020-06-12,97,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson
2020,2020-06-12,98,July,Noah Cyrus & Leon Bridges
2020,2020-06-12,99,All In,Lil Baby
2020,2020-06-12,100,Solitaires,Future Featuring Travis Scott
2020,2020-06-13,1,Rockstar,DaBaby Featuring Roddy Ricch
2020,2020-06-13,2,Savage,Megan Thee Stallion Featuring Beyonce
2020,2020-06-13,3,Blinding Lights,The Weeknd
2020,2020-06-13,4,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-06-13,5,Rain On Me,Lady Gaga & Ariana Grande
2020,2020-06-13,6,Toosie Slide,Drake
2020,2020-06-13,7,Don't Start Now,Dua Lipa
2020,2020-06-13,8,Intentions,Justin Bieber Featuring Quavo
2020,2020-06-13,9,The Box,Roddy Ricch
2020,2020-06-13,10,Roses,SAINt JHN
2020,2020-06-13,11,Circles,Post Malone
2020,2020-06-13,12,Adore You,Harry Styles
2020,2020-06-13,13,Life Is Good,Future Featuring Drake
2020,2020-06-13,14,The Bones,Maren Morris
2020,2020-06-13,15,Blueberry Faygo,Lil Mosey
2020,2020-06-13,16,Chasin' You,Morgan Wallen
2020,2020-06-13,17,Stuck With U,Ariana Grande & Justin Bieber
2020,2020-06-13,18,Falling,Trevor Daniel
2020,2020-06-13,19,I Hope,Gabby Barrett
2020,2020-06-13,20,Sunday Best,Surfaces
2020,2020-06-13,21,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"
2020,2020-06-13,22,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi"
2020,2020-06-13,23,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-06-13,24,Death Bed,Powfu Featuring beabadoobee
2020,2020-06-13,25,Does To Me,Luke Combs Featuring Eric Church
2020,2020-06-13,26,Party Girl,StaySolidRocky
2020,2020-06-13,27,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-06-13,28,Before You Go,Lewis Capaldi
2020,2020-06-13,29,Break My Heart,Dua Lipa
2020,2020-06-13,30,Hard To Forget,Sam Hunt
2020,2020-06-13,31,After A Few,Travis Denning
2020,2020-06-13,32,Memories,Maroon 5
2020,2020-06-13,33,Sour Candy,Lady Gaga & BLACKPINK
2020,2020-06-13,34,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-06-13,35,Nobody But You,Blake Shelton Duet With Gwen Stefani
2020,2020-06-13,36,Be Kind,Marshmello & Halsey
2020,2020-06-13,37,Gooba,6ix9ine
2020,2020-06-13,38,Everything I Wanted,Billie Eilish
2020,2020-06-13,39,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen
2020,2020-06-13,40,Watermelon Sugar,Harry Styles
2020,2020-06-13,41,Tell Me U Luv Me,Juice WRLD & Trippie Redd
2020,2020-06-13,42,Stupid Love,Lady Gaga
2020,2020-06-13,43,Supalonely,BENEE Featuring Gus Dapperton
2020,2020-06-13,44,One Margarita,Luke Bryan
2020,2020-06-13,45,Walk Em Down,NLE Choppa Featuring Roddy Ricch
2020,2020-06-13,46,Bluebird,Miranda Lambert
2020,2020-06-13,47,Hot Girl Bummer,blackbear
2020,2020-06-13,48,Here And Now,Kenny Chesney
2020,2020-06-13,49,Dance Monkey,Tones And I
2020,2020-06-13,50,Go Crazy,Chris Brown & Young Thug
2020,2020-06-13,51,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi
2020,2020-06-13,52,Emotionally Scarred,Lil Baby
2020,2020-06-13,53,In Your Eyes,The Weeknd
2020,2020-06-13,54,Dior,Pop Smoke
2020,2020-06-13,55,We Paid,Lil Baby & 42 Dugg
2020,2020-06-13,56,Flex,Polo G Featuring Juice WRLD
2020,2020-06-13,57,After Party,Don Toliver
2020,2020-06-13,58,If The World Was Ending,JP Saxe Featuring Julia Michaels
2020,2020-06-13,59,Chicago Freestyle,Drake Featuring Giveon
2020,2020-06-13,60,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban"
2020,2020-06-13,61,Out West,JACKBOYS Featuring Young Thug
2020,2020-06-13,62,I Love My Country,Florida Georgia Line
2020,2020-06-13,63,Believe It,PARTYNEXTDOOR & Rihanna
2020,2020-06-13,64,Level Of Concern,twenty one pilots
2020,2020-06-13,65,Ride It.,Regard
2020,2020-06-13,66,TKN,ROSALIA & Travis Scott
2020,2020-06-13,67,Yo Perreo Sola,Bad Bunny
2020,2020-06-13,68,P*$$y Fairy (OTW),Jhene Aiko
2020,2020-06-13,69,In Between,Scotty McCreery
2020,2020-06-13,70,Die From A Broken Heart,Maddie & Tae
2020,2020-06-13,71,God Whispered Your Name,Keith Urban
2020,2020-06-13,72,X,Jonas Brothers Featuring Karol G
2020,2020-06-13,73,Dollaz On My Head,Gunna Featuring Young Thug
2020,2020-06-13,74,Daisies,Katy Perry
2020,2020-06-13,75,Righteous,Juice WRLD
2020,2020-06-13,76,Need It,Migos Featuring YoungBoy Never Broke Again
2020,2020-06-13,77,Drinking Alone,Carrie Underwood
2020,2020-06-13,78,Got What I Got,Jason Aldean
2020,2020-06-13,79,Don't Rush,Young T & Bugsey Featuring Headie One
2020,2020-06-13,80,Godzilla,Eminem Featuring Juice WRLD
2020,2020-06-13,81,Cooler Than A Bitch,Gunna Featuring Roddy Ricch
2020,2020-06-13,82,One Big Country Song,LOCASH
2020,2020-06-13,83,T.D,"Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator"
2020,2020-06-13,84,Alice,Lady Gaga
2020,2020-06-13,85,Grace,Lil Baby & 42 Dugg
2020,2020-06-13,86,Hasta Que Dios Diga,Anuel AA & Bad Bunny
2020,2020-06-13,87,Why We Drink,Justin Moore
2020,2020-06-13,88,Lose Somebody,Kygo & OneRepublic
2020,2020-06-13,89,Turks,"NAV, Gunna & Travis Scott"
2020,2020-06-13,90,One Of Them Girls,Lee Brice
2020,2020-06-13,91,Girl Of My Dreams,Rod Wave
2020,2020-06-13,92,Like That,Doja Cat Featuring Gucci Mane
2020,2020-06-13,93,Sigues Con El,Arcangel x Sech
2020,2020-06-13,94,That Way,Lil Uzi Vert
2020,2020-06-13,95,Trillionaire,Future Featuring YoungBoy Never Broke Again
2020,2020-06-13,96,ily,surf mesa Featuring Emilee
2020,2020-06-13,97,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson
2020,2020-06-13,98,July,Noah Cyrus & Leon Bridges
2020,2020-06-13,99,All In,Lil Baby
2020,2020-06-13,100,Solitaires,Future Featuring Travis Scott
2020,2020-06-14,1,Rockstar,DaBaby Featuring Roddy Ricch
2020,2020-06-14,2,Savage,Megan Thee Stallion Featuring Beyonce
2020,2020-06-14,3,Blinding Lights,The Weeknd
2020,2020-06-14,4,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-06-14,5,Intentions,Justin Bieber Featuring Quavo
2020,2020-06-14,6,Toosie Slide,Drake
2020,2020-06-14,7,Roses,SAINt JHN
2020,2020-06-14,8,Don't Start Now,Dua Lipa
2020,2020-06-14,9,The Box,Roddy Ricch
2020,2020-06-14,10,Rain On Me,Lady Gaga & Ariana Grande
2020,2020-06-14,11,Circles,Post Malone
2020,2020-06-14,12,Blueberry Faygo,Lil Mosey
2020,2020-06-14,13,The Bones,Maren Morris
2020,2020-06-14,14,Adore You,Harry Styles
2020,2020-06-14,15,Life Is Good,Future Featuring Drake
2020,2020-06-14,16,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"
2020,2020-06-14,17,Falling,Trevor Daniel
2020,2020-06-14,18,I Hope,Gabby Barrett
2020,2020-06-14,19,Sunday Best,Surfaces
2020,2020-06-14,20,Stuck With U,Ariana Grande & Justin Bieber
2020,2020-06-14,21,Party Girl,StaySolidRocky
2020,2020-06-14,22,Chasin' You,Morgan Wallen
2020,2020-06-14,23,Death Bed,Powfu Featuring beabadoobee
2020,2020-06-14,24,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-06-14,25,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi"
2020,2020-06-14,26,Break My Heart,Dua Lipa
2020,2020-06-14,27,Before You Go,Lewis Capaldi
2020,2020-06-14,28,Does To Me,Luke Combs Featuring Eric Church
2020,2020-06-14,29,Watermelon Sugar,Harry Styles
2020,2020-06-14,30,Hard To Forget,Sam Hunt
2020,2020-06-14,31,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-06-14,32,Memories,Maroon 5
2020,2020-06-14,33,Be Kind,Marshmello & Halsey
2020,2020-06-14,34,We Paid,Lil Baby & 42 Dugg
2020,2020-06-14,35,After A Few,Travis Denning
2020,2020-06-14,36,Everything I Wanted,Billie Eilish
2020,2020-06-14,37,Go Crazy,Chris Brown & Young Thug
2020,2020-06-14,38,Nobody But You,Blake Shelton Duet With Gwen Stefani
2020,2020-06-14,39,One Margarita,Luke Bryan
2020,2020-06-14,40,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-06-14,41,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen
2020,2020-06-14,42,Supalonely,BENEE Featuring Gus Dapperton
2020,2020-06-14,43,Gooba,6ix9ine
2020,2020-06-14,44,Walk Em Down,NLE Choppa Featuring Roddy Ricch
2020,2020-06-14,45,Bluebird,Miranda Lambert
2020,2020-06-14,46,Hot Girl Bummer,blackbear
2020,2020-06-14,47,Emotionally Scarred,Lil Baby
2020,2020-06-14,48,Dior,Pop Smoke
2020,2020-06-14,49,Here And Now,Kenny Chesney
2020,2020-06-14,50,Dance Monkey,Tones And I
2020,2020-06-14,51,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi
2020,2020-06-14,52,Chicago Freestyle,Drake Featuring Giveon
2020,2020-06-14,53,If The World Was Ending,JP Saxe Featuring Julia Michaels
2020,2020-06-14,54,In Your Eyes,The Weeknd
2020,2020-06-14,55,Out West,JACKBOYS Featuring Young Thug
2020,2020-06-14,56,I Love My Country,Florida Georgia Line
2020,2020-06-14,57,After Party,Don Toliver
2020,2020-06-14,58,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban"
2020,2020-06-14,59,Flex,Polo G Featuring Juice WRLD
2020,2020-06-14,60,Die From A Broken Heart,Maddie & Tae
2020,2020-06-14,61,P*$$y Fairy (OTW),Jhene Aiko
2020,2020-06-14,62,Believe It,PARTYNEXTDOOR & Rihanna
2020,2020-06-14,63,In Between,Scotty McCreery
2020,2020-06-14,64,Otherside Of America,Meek Mill
2020,2020-06-14,65,God Whispered Your Name,Keith Urban
2020,2020-06-14,66,Yo Perreo Sola,Bad Bunny
2020,2020-06-14,67,Ride It.,Regard
2020,2020-06-14,68,X,Jonas Brothers Featuring Karol G
2020,2020-06-14,69,Daisies,Katy Perry
2020,2020-06-14,70,Level Of Concern,twenty one pilots
2020,2020-06-14,71,Don't Rush,Young T & Bugsey Featuring Headie One
2020,2020-06-14,72,Need It,Migos Featuring YoungBoy Never Broke Again
2020,2020-06-14,73,Dollaz On My Head,Gunna Featuring Young Thug
2020,2020-06-14,74,Drinking Alone,Carrie Underwood
2020,2020-06-14,75,Righteous,Juice WRLD
2020,2020-06-14,76,Got What I Got,Jason Aldean
2020,2020-06-14,77,Tell Me U Luv Me,Juice WRLD & Trippie Redd
2020,2020-06-14,78,One Big Country Song,LOCASH
2020,2020-06-14,79,Like That,Doja Cat Featuring Gucci Mane
2020,2020-06-14,80,Deep End Freestyle,Sleepy Hallow
2020,2020-06-14,81,Grace,Lil Baby & 42 Dugg
2020,2020-06-14,82,Sour Candy,Lady Gaga & BLACKPINK
2020,2020-06-14,83,Why We Drink,Justin Moore
2020,2020-06-14,84,Girl Of My Dreams,Rod Wave
2020,2020-06-14,85,Cool Again,Kane Brown
2020,2020-06-14,86,Turks,"NAV, Gunna & Travis Scott"
2020,2020-06-14,87,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson
2020,2020-06-14,88,July,Noah Cyrus & Leon Bridges
2020,2020-06-14,89,Cooler Than A Bitch,Gunna Featuring Roddy Ricch
2020,2020-06-14,90,Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul"
2020,2020-06-14,91,All In,Lil Baby
2020,2020-06-14,92,That Way,Lil Uzi Vert
2020,2020-06-14,93,One Night Standards,Ashley McBryde
2020,2020-06-14,94,One Of Them Girls,Lee Brice
2020,2020-06-14,95,Hard Days,Brantley Gilbert
2020,2020-06-14,96,Catch,Brett Young
2020,2020-06-14,97,ily,surf mesa Featuring Emilee
2020,2020-06-14,98,21,Polo G
2020,2020-06-14,99,Trillionaire,Future Featuring YoungBoy Never Broke Again
2020,2020-06-14,100,Worldwide Beautiful,Kane Brown
2020,2020-06-15,1,Rockstar,DaBaby Featuring Roddy Ricch
2020,2020-06-15,2,Savage,Megan Thee Stallion Featuring Beyonce
2020,2020-06-15,3,Blinding Lights,The Weeknd
2020,2020-06-15,4,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-06-15,5,Intentions,Justin Bieber Featuring Quavo
2020,2020-06-15,6,Toosie Slide,Drake
2020,2020-06-15,7,Roses,SAINt JHN
2020,2020-06-15,8,Don't Start Now,Dua Lipa
2020,2020-06-15,9,The Box,Roddy Ricch
2020,2020-06-15,10,Rain On Me,Lady Gaga & Ariana Grande
2020,2020-06-15,11,Circles,Post Malone
2020,2020-06-15,12,Blueberry Faygo,Lil Mosey
2020,2020-06-15,13,The Bones,Maren Morris
2020,2020-06-15,14,Adore You,Harry Styles
2020,2020-06-15,15,Life Is Good,Future Featuring Drake
2020,2020-06-15,16,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"
2020,2020-06-15,17,Falling,Trevor Daniel
2020,2020-06-15,18,I Hope,Gabby Barrett
2020,2020-06-15,19,Sunday Best,Surfaces
2020,2020-06-15,20,Stuck With U,Ariana Grande & Justin Bieber
2020,2020-06-15,21,Party Girl,StaySolidRocky
2020,2020-06-15,22,Chasin' You,Morgan Wallen
2020,2020-06-15,23,Death Bed,Powfu Featuring beabadoobee
2020,2020-06-15,24,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-06-15,25,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi"
2020,2020-06-15,26,Break My Heart,Dua Lipa
2020,2020-06-15,27,Before You Go,Lewis Capaldi
2020,2020-06-15,28,Does To Me,Luke Combs Featuring Eric Church
2020,2020-06-15,29,Watermelon Sugar,Harry Styles
2020,2020-06-15,30,Hard To Forget,Sam Hunt
2020,2020-06-15,31,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-06-15,32,Memories,Maroon 5
2020,2020-06-15,33,Be Kind,Marshmello & Halsey
2020,2020-06-15,34,We Paid,Lil Baby & 42 Dugg
2020,2020-06-15,35,After A Few,Travis Denning
2020,2020-06-15,36,Everything I Wanted,Billie Eilish
2020,2020-06-15,37,Go Crazy,Chris Brown & Young Thug
2020,2020-06-15,38,Nobody But You,Blake Shelton Duet With Gwen Stefani
2020,2020-06-15,39,One Margarita,Luke Bryan
2020,2020-06-15,40,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-06-15,41,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen
2020,2020-06-15,42,Supalonely,BENEE Featuring Gus Dapperton
2020,2020-06-15,43,Gooba,6ix9ine
2020,2020-06-15,44,Walk Em Down,NLE Choppa Featuring Roddy Ricch
2020,2020-06-15,45,Bluebird,Miranda Lambert
2020,2020-06-15,46,Hot Girl Bummer,blackbear
2020,2020-06-15,47,Emotionally Scarred,Lil Baby
2020,2020-06-15,48,Dior,Pop Smoke
2020,2020-06-15,49,Here And Now,Kenny Chesney
2020,2020-06-15,50,Dance Monkey,Tones And I
2020,2020-06-15,51,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi
2020,2020-06-15,52,Chicago Freestyle,Drake Featuring Giveon
2020,2020-06-15,53,If The World Was Ending,JP Saxe Featuring Julia Michaels
2020,2020-06-15,54,In Your Eyes,The Weeknd
2020,2020-06-15,55,Out West,JACKBOYS Featuring Young Thug
2020,2020-06-15,56,I Love My Country,Florida Georgia Line
2020,2020-06-15,57,After Party,Don Toliver
2020,2020-06-15,58,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban"
2020,2020-06-15,59,Flex,Polo G Featuring Juice WRLD
2020,2020-06-15,60,Die From A Broken Heart,Maddie & Tae
2020,2020-06-15,61,P*$$y Fairy (OTW),Jhene Aiko
2020,2020-06-15,62,Believe It,PARTYNEXTDOOR & Rihanna
2020,2020-06-15,63,In Between,Scotty McCreery
2020,2020-06-15,64,Otherside Of America,Meek Mill
2020,2020-06-15,65,God Whispered Your Name,Keith Urban
2020,2020-06-15,66,Yo Perreo Sola,Bad Bunny
2020,2020-06-15,67,Ride It.,Regard
2020,2020-06-15,68,X,Jonas Brothers Featuring Karol G
2020,2020-06-15,69,Daisies,Katy Perry
2020,2020-06-15,70,Level Of Concern,twenty one pilots
2020,2020-06-15,71,Don't Rush,Young T & Bugsey Featuring Headie One
2020,2020-06-15,72,Need It,Migos Featuring YoungBoy Never Broke Again
2020,2020-06-15,73,Dollaz On My Head,Gunna Featuring Young Thug
2020,2020-06-15,74,Drinking Alone,Carrie Underwood
2020,2020-06-15,75,Righteous,Juice WRLD
2020,2020-06-15,76,Got What I Got,Jason Aldean
2020,2020-06-15,77,Tell Me U Luv Me,Juice WRLD & Trippie Redd
2020,2020-06-15,78,One Big Country Song,LOCASH
2020,2020-06-15,79,Like That,Doja Cat Featuring Gucci Mane
2020,2020-06-15,80,Deep End Freestyle,Sleepy Hallow
2020,2020-06-15,81,Grace,Lil Baby & 42 Dugg
2020,2020-06-15,82,Sour Candy,Lady Gaga & BLACKPINK
2020,2020-06-15,83,Why We Drink,Justin Moore
2020,2020-06-15,84,Girl Of My Dreams,Rod Wave
2020,2020-06-15,85,Cool Again,Kane Brown
2020,2020-06-15,86,Turks,"NAV, Gunna & Travis Scott"
2020,2020-06-15,87,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson
2020,2020-06-15,88,July,Noah Cyrus & Leon Bridges
2020,2020-06-15,89,Cooler Than A Bitch,Gunna Featuring Roddy Ricch
2020,2020-06-15,90,Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul"
2020,2020-06-15,91,All In,Lil Baby
2020,2020-06-15,92,That Way,Lil Uzi Vert
2020,2020-06-15,93,One Night Standards,Ashley McBryde
2020,2020-06-15,94,One Of Them Girls,Lee Brice
2020,2020-06-15,95,Hard Days,Brantley Gilbert
2020,2020-06-15,96,Catch,Brett Young
2020,2020-06-15,97,ily,surf mesa Featuring Emilee
2020,2020-06-15,98,21,Polo G
2020,2020-06-15,99,Trillionaire,Future Featuring YoungBoy Never Broke Again
2020,2020-06-15,100,Worldwide Beautiful,Kane Brown
2020,2020-06-16,1,Rockstar,DaBaby Featuring Roddy Ricch
2020,2020-06-16,2,Savage,Megan Thee Stallion Featuring Beyonce
2020,2020-06-16,3,Blinding Lights,The Weeknd
2020,2020-06-16,4,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-06-16,5,Intentions,Justin Bieber Featuring Quavo
2020,2020-06-16,6,Toosie Slide,Drake
2020,2020-06-16,7,Roses,SAINt JHN
2020,2020-06-16,8,Don't Start Now,Dua Lipa
2020,2020-06-16,9,The Box,Roddy Ricch
2020,2020-06-16,10,Rain On Me,Lady Gaga & Ariana Grande
2020,2020-06-16,11,Circles,Post Malone
2020,2020-06-16,12,Blueberry Faygo,Lil Mosey
2020,2020-06-16,13,The Bones,Maren Morris
